event,input,timestamp_msSinceEpoch
Button,+,1621502628810
Button,3,1621502629510
Button,+,1621502630060
Button,4,1621502630970
Button,+,1621502631651
Button,5,1621502632347
Button,+,1621502633027
Button,6,1621502633830
Button,+,1621502634453
Button,7,1621502635468
Button,+,1621502636309
Button,8,1621502636960
Button,+,1621502637966
Button,9,1621502638799
Button,+,1621502639611
Button,1,1621502640263
Button,0,1621502640831
Button,+,1621502641720
Button,1,1621502642416
Button,1,1621502642825
Button,+,1621502643632
Button,1,1621502645130
Button,2,1621502645698
Button,+,1621502646747
Button,1,1621502647501
Button,3,1621502648251
Button,+,1621502649284
Button,1,1621502650212
Button,4,1621502650741
Button,+,1621502651611
Button,1,1621502652549
Button,5,1621502653074
Button,+,1621502653830
Button,1,1621502654673
Button,6,1621502655335
Button,+,1621502656110
Button,1,1621502656944
Button,7,1621502657456
Button,+,1621502658140
Button,1,1621502659017
Button,8,1621502659683
Button,+,1621502660409
Button,1,1621502661090
Button,9,1621502661681
Button,+,1621502662572
Button,2,1621502663196
Button,0,1621502664093
Button,= (Result: 210),1621502665147
Button,AC (all cleared),1621502671446
Button,1,1621502672193
Button,+,1621502672871
Button,2,1621502673440
Button,+,1621502674105
Button,3,1621502674696
Button,+,1621502675288
Button,4,1621502675993
Button,+,1621502676654
Button,5,1621502677426
Button,+,1621502678130
Button,6,1621502678653
Button,+,1621502679427
Button,7,1621502680178
Button,+,1621502681076
Button,8,1621502681820
Button,+,1621502682509
Button,9,1621502683421
Button,+,1621502684181
Button,1,1621502684974
Button,0,1621502685446
Button,+,1621502686353
Button,1,1621502687063
Button,1,1621502687374
Button,+,1621502688071
Button,1,1621502688656
Button,2,1621502689319
Button,+,1621502690256
Button,1,1621502691085
Button,3,1621502692084
Button,+,1621502692885
Button,1,1621502693577
Button,4,1621502694026
Button,+,1621502695186
Button,1,1621502695955
Button,5,1621502696419
Button,+,1621502697334
Button,1,1621502698252
Button,6,1621502698940
Button,+,1621502699607
Button,1,1621502700157
Button,7,1621502700783
Button,+,1621502701558
Button,1,1621502702150
Button,8,1621502702817
Button,+,1621502703782
Button,1,1621502704519
Button,9,1621502705288
Button,+,1621502706100
Button,2,1621502706737
Button,0,1621502707344
Button,= (Result: 210),1621502707916
Button,AC (all cleared),1621502712366
Button,1,1621502713165
Button,+,1621502713886
Button,2,1621502714541
Button,+,1621502715686
Button,3,1621502716248
Button,+,1621502716837
Button,4,1621502717613
Button,+,1621502718567
Button,5,1621502719098
Button,6,1621502720455
Button,+,1621502721848
Button,AC (all cleared),1621502725682
Button,1,1621502726922
Button,+,1621502727788
Button,2,1621502728469
Button,+,1621502729068
Button,3,1621502729804
Button,+,1621502730496
Button,4,1621502731405
Button,+,1621502732221
Button,5,1621502732797
Button,+,1621502733582
Button,6,1621502734238
Button,+,1621502735038
Button,7,1621502735779
Button,+,1621502736624
Button,8,1621502737369
Button,+,1621502738256
Button,9,1621502739003
Button,+,1621502739817
Button,1,1621502740731
Button,0,1621502741265
Button,+,1621502741953
Button,1,1621502742788
Button,1,1621502743110
Button,+,1621502743995
Button,1,1621502744756
Button,2,1621502745180
Button,1,1621502746700
Button,AC (all cleared),1621502748533
Button,1,1621502749630
Button,+,1621502750462
Button,2,1621502751279
Button,+,1621502752103
Button,3,1621502752777
Button,+,1621502753471
Button,4,1621502754660
Button,+,1621502755609
Button,5,1621502756509
Button,+,1621502757297
Button,6,1621502758126
Button,+,1621502758875
Button,7,1621502759931
Button,+,1621502760775
Button,8,1621502761652
Button,+,1621502762420
Button,9,1621502763452
Button,+,1621502764261
Button,1,1621502764958
Button,0,1621502765608
Button,+,1621502766550
Button,1,1621502767408
Button,1,1621502767734
Button,+,1621502768607
Button,1,1621502770112
Button,2,1621502770648
Button,+,1621502772001
Button,1,1621502772786
Button,3,1621502773540
Button,+,1621502774202
Button,1,1621502775210
Button,4,1621502775756
Button,+,1621502776579
Button,1,1621502777428
Button,5,1621502777939
Button,+,1621502778724
Button,1,1621502780229
Button,6,1621502781398
Button,+,1621502782098
Button,1,1621502782896
Button,7,1621502783407
Button,+,1621502784239
Button,1,1621502785063
Button,8,1621502785608
Button,+,1621502786424
Button,1,1621502787573
Button,9,1621502788073
Button,+,1621502788777
Button,2,1621502789850
Button,0,1621502790522
Button,= (Result: 210),1621502791171
