event,input,timestamp_msSinceEpoch
Button,+,1621503101305
Button,2,1621503101912
Button,0,1621503102447
Button,= (Result: 210),1621503103104
Button,AC (all cleared),1621503104193
Button,1,1621503104975
Button,+,1621503105960
Button,2,1621503106615
Button,+,1621503107408
Button,3,1621503108216
Button,+,1621503108903
Button,4,1621503109655
Button,+,1621503110335
Button,5,1621503111176
Button,+,1621503111943
Button,6,1621503112519
Button,+,1621503113183
Button,7,1621503113792
Button,+,1621503114472
Button,8,1621503115656
Button,+,1621503116512
Button,9,1621503117312
Button,+,1621503118135
Button,1,1621503118682
Button,0,1621503119199
Button,+,1621503119911
Button,1,1621503120712
Button,1,1621503121008
Button,+,1621503121704
Button,1,1621503122903
Button,2,1621503123535
Button,+,1621503124400
Button,1,1621503125384
Button,3,1621503126145
Button,+,1621503126720
Button,1,1621503127568
Button,4,1621503128040
Button,+,1621503128712
Button,1,1621503129367
Button,5,1621503129887
Button,+,1621503130631
Button,1,1621503131241
Button,6,1621503131832
Button,+,1621503132568
Button,1,1621503133119
Button,7,1621503133720
Button,+,1621503134671
Button,1,1621503135615
Button,8,1621503136415
Button,+,1621503137208
Button,1,1621503138023
Button,9,1621503138626
Button,+,1621503139336
Button,2,1621503139903
Button,0,1621503140503
Button,= (Result: 210),1621503141176
Button,AC (all cleared),1621503142415
Button,1,1621503143352
Button,+,1621503144080
Button,2,1621503144815
Button,+,1621503145601
Button,3,1621503146192
Button,+,1621503146850
Button,4,1621503147543
Button,+,1621503148303
Button,5,1621503149207
Button,+,1621503151208
Button,6,1621503152000
Button,+,1621503152944
Button,7,1621503154487
Button,+,1621503155343
Button,8,1621503156127
Button,+,1621503156921
Button,9,1621503157776
Button,+,1621503158687
Button,1,1621503159304
Button,0,1621503159760
Button,+,1621503160383
Button,1,1621503160992
Button,1,1621503161272
Button,+,1621503161872
Button,1,1621503162615
Button,2,1621503163080
Button,+,1621503163777
Button,1,1621503164330
Button,3,1621503164880
Button,+,1621503165487
Button,1,1621503166129
Button,4,1621503167136
Button,+,1621503167895
Button,1,1621503168650
Button,5,1621503169088
Button,+,1621503169760
Button,1,1621503170623
Button,6,1621503171287
Button,+,1621503172138
Button,1,1621503172903
Button,7,1621503173496
Button,+,1621503174527
Button,1,1621503175447
Button,8,1621503176082
Button,+,1621503177000
Button,1,1621503177759
Button,9,1621503178583
Button,+,1621503179520
Button,2,1621503180352
Button,0,1621503181111
Button,= (Result: 210),1621503181951
Button,AC (all cleared),1621503183432
Button,1,1621503185495
Button,+,1621503186424
Button,2,1621503187040
Button,+,1621503187600
Button,3,1621503188127
Button,+,1621503188720
Button,4,1621503189447
Button,+,1621503190527
Button,5,1621503191090
Button,+,1621503191784
Button,6,1621503192480
Button,+,1621503193152
Button,7,1621503194064
Button,+,1621503194783
Button,8,1621503195649
Button,+,1621503196560
Button,9,1621503197384
Button,+,1621503198063
Button,1,1621503199063
Button,0,1621503199503
Button,+,1621503200376
Button,1,1621503201072
Button,1,1621503201336
Button,+,1621503202167
Button,1,1621503202943
Button,2,1621503203456
Button,+,1621503204135
Button,1,1621503204759
Button,3,1621503205255
Button,+,1621503206032
Button,1,1621503206770
Button,4,1621503207175
Button,+,1621503207983
Button,1,1621503208695
Button,5,1621503209783
Button,+,1621503210551
Button,1,1621503211224
Button,6,1621503211736
Button,+,1621503212543
Button,1,1621503213215
Button,7,1621503213887
Button,+,1621503214856
Button,1,1621503215767
Button,8,1621503216296
Button,+,1621503216895
Button,1,1621503217593
Button,9,1621503218223
Button,+,1621503218872
Button,2,1621503219488
Button,0,1621503220111
Button,= (Result: 210),1621503221055
Button,AC (all cleared),1621503222071
Button,1,1621503222919
Button,+,1621503223743
Button,2,1621503224440
Button,+,1621503225264
Button,3,1621503225887
Button,+,1621503226456
Button,4,1621503227240
Button,+,1621503228024
Button,5,1621503228751
Button,+,1621503229495
Button,6,1621503230079
Button,+,1621503231866
Button,7,1621503232559
Button,+,1621503233392
Button,8,1621503234056
Button,+,1621503234903
Button,9,1621503235519
Button,+,1621503236168
Button,1,1621503236945
Button,0,1621503237408
Button,+,1621503238088
Button,1,1621503238831
Button,1,1621503239111
Button,+,1621503239720
Button,1,1621503240560
Button,2,1621503241007
Button,+,1621503241769
Button,1,1621503242488
Button,3,1621503243040
Button,+,1621503244168
Button,1,1621503245095
Button,4,1621503245567
Button,+,1621503246208
Button,1,1621503247039
Button,5,1621503247495
Button,+,1621503248223
Button,1,1621503248960
Button,6,1621503249527
Button,+,1621503250191
Button,1,1621503251232
Button,7,1621503252048
Button,+,1621503252695
Button,1,1621503253458
Button,8,1621503253935
Button,+,1621503254703
Button,1,1621503255527
Button,9,1621503256176
Button,+,1621503256920
Button,2,1621503257967
Button,0,1621503258728
Button,= (Result: 210),1621503259440
Button,AC (all cleared),1621503260751
Button,1,1621503261687
Button,+,1621503262600
Button,2,1621503263223
Button,+,1621503263911
Button,3,1621503264576
Button,+,1621503265175
Button,4,1621503265967
Button,+,1621503266985
Button,5,1621503267743
Button,+,1621503268432
Button,6,1621503269264
Button,+,1621503269943
Button,7,1621503270720
Button,+,1621503271384
Button,8,1621503272632
Button,+,1621503273463
Button,9,1621503274096
Button,+,1621503274824
Button,1,1621503275728
Button,0,1621503276199
Button,+,1621503276944
Button,1,1621503277544
Button,1,1621503277823
Button,+,1621503278823
Button,1,1621503279591
Button,2,1621503280215
Button,+,1621503280975
Button,1,1621503281985
Button,3,1621503282872
Button,+,1621503283800
Button,1,1621503284768
Button,4,1621503285256
Button,+,1621503285984
Button,1,1621503286743
Button,5,1621503287255
Button,+,1621503288000
Button,1,1621503288919
Button,6,1621503289776
Button,+,1621503290423
Button,1,1621503291360
Button,7,1621503292057
Button,+,1621503292752
Button,1,1621503293567
Button,8,1621503294815
Button,+,1621503295648
Button,1,1621503296436
Button,9,1621503297055
Button,+,1621503297816
Button,2,1621503298553
Button,0,1621503299192
Button,= (Result: 210),1621503300327
Button,AC (all cleared),1621503302368
