event,input,timestamp_msSinceEpoch
Key,1,1621429389192
Key,1,1621429389379
Key,1,1621429389584
Key,1,1621429389769
Key,1,1621429389978
Key,1,1621429390178
Key,1,1621429390374
Key,1,1621429390570
Key,1,1621429390768
Key,1,1621429390990
Key,1,1621429391210
Key,Clear,1621429392833
Key,1,1621429393773
Key,1,1621429393973
Key,1,1621429394172
Key,1,1621429394371
Key,1,1621429394573
Key,1,1621429394762
Key,1,1621429394966
Key,1,1621429395155
Key,1,1621429395351
Key,1,1621429395546
Key,1,1621429395756
Key,Clear,1621429396766
Key,1,1621429397576
Key,1,1621429397786
Key,1,1621429397986
Key,1,1621429398193
Key,1,1621429398386
Key,1,1621429398587
Key,1,1621429398777
Key,1,1621429398972
Key,1,1621429399174
Key,1,1621429399363
Key,1,1621429399584
Key,Clear,1621429400424
Key,1,1621429401237
Key,1,1621429401425
Key,1,1621429401619
Key,1,1621429401825
Key,1,1621429402025
Key,1,1621429402236
Key,1,1621429402424
Key,1,1621429402623
Key,1,1621429402818
Key,1,1621429403010
Key,1,1621429403209
Key,Clear,1621429404129
Key,1,1621429404966
Key,1,1621429405161
Key,1,1621429405350
Key,1,1621429405537
Key,1,1621429405736
Key,1,1621429405927
Key,1,1621429406125
Key,1,1621429406322
Key,1,1621429406514
Key,1,1621429406707
Key,1,1621429406885
Key,Clear,1621429407642
